Region,Year,Source,Sector,Subsector,TPM,PM10,PM2.5,SOX,NOX,VOC,CO,NH3,Pb,Cd,Hg,D/F,HCB,PAH
Canada,1998,Industrial Sources,Mineral Products Industry,Brick Products,40,34,3,102,4,,,,,,,,,
Canada,1998,Industrial Sources,Mineral Products Industry,Other Mineral Products,2228,1408,988,943,780,329,3202,64,,,,1.037,,
Canada,1998,Industrial Sources,Foundries,all subsectors,6725,5177,4783,1076,654,1056,42934,13,2794.7,1.3,148.3,,,
Canada,1998,Industrial Sources,Foundries,Ferrous Foundries,5583,5110,4732,936,549,828,42795,12,,,148.3,,,
Canada,1998,Industrial Sources,Foundries,Non-ferrous Foundries,74,49,36,140,78,165,63,1,2794.7,1.3,,,,
Canada,1998,Industrial Sources,Foundries,Die Casting,1068,18,15,,28,63,76,,,,,,,
Canada,1998,Industrial Sources,Grain Industries,all subsectors,83229,15665,2581,214,1347,2098,2007,6,,,,,,
Canada,1998,Industrial Sources,Iron and Steel Industries,all subsectors,17905,11019,8748,32064,17581,4639,48652,222,45496.3,145.3,563.4,27.35,1167.03,24480.1
Canada,1998,Industrial Sources,Iron and Steel Industries,Primary (Blast furnace and DRI),12364,8060,6386,30294,13887,3490,37303,124,27350.8,114.5,149.5,14.806,133.87,24480.1
Canada,1998,Industrial Sources,Iron and Steel Industries,Secondary (Electric Arc Furnaces),5523,2951,2357,1770,3678,1079,11182,98,18145.5,30.7,395.5,12.544,1033.16,
Canada,1998,Industrial Sources,Iron and Steel Industries,Steel Recycling,18,9,5,1,15,70,167,,,,18.4,,,
Canada,1998,Industrial Sources,Iron and Steel Industries,Other (Iron and Steel Industries),,,,,,,,,,,,,,
Canada,1998,Industrial Sources,Iron Ore Mining Industry,all subsectors,16596,9217,4445,46101,10191,2496,21394,157,,,60.1,,,
Canada,1998,Industrial Sources,Iron Ore Mining Industry,Iron Ore Mining Industry,6131,2013,809,29458,5056,530,16307,6,,,0.1,,,
Canada,1998,Industrial Sources,Iron Ore Mining Industry,Pelletizing,10465,7204,3636,16643,5135,1965,5087,150,,,60,,,
Canada,1998,Industrial Sources,Mining and Rock Quarrying,all subsectors,201727,35363,13125,17079,25581,3282,14717,503,18202,253.9,12,,13.05,0.4
Canada,1998,Industrial Sources,Mining and Rock Quarrying,Rock; Sand and Gravel,82070,11652,2405,32,306,13,161,23,,,,,,
Canada,1998,Industrial Sources,Mining and Rock Quarrying,Metal Mining ,73994,6553,1482,11005,14562,625,10160,168,17891.8,253.9,12,,5.026,
Canada,1998,Industrial Sources,Mining and Rock Quarrying,Coal Mining Industry,14935,7819,4002,4459,2930,1638,158,13,,,,,,0.4
Canada,1998,Industrial Sources,Mining and Rock Quarrying,Potash,4076,2007,1732,128,1671,626,1832,2,,,,,,
Canada,1998,Industrial Sources,Mining and Rock Quarrying,Silica Production,1487,146,43,,,,,,,,,,,
Canada,1998,Industrial Sources,Mining and Rock Quarrying,Other Minerals,25166,7187,3461,1455,6113,378,2406,297,310.2,,,,8.024,
Canada,1998,Industrial Sources,Non-Ferrous Smelting and Refining Industry,all subsectors,15867,12456,6422,830786,4026,36,308,233,527367.1,42155,2835.8,3.38,2497.63,2.4
Canada,1998,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Primary Ni; Cu; Zn; Pb,15210,11828,5960,830626,3770,28,231,222,526152,42155,2734.1,3.33,2497.63,
Canada,1998,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Secondary Pb; Cu,16,16,13,159,6,2,6,,1215.1,,,0.05,,2.4
Canada,1998,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Other metals,641,611,448,1,249,6,71,11,,,101.7,,,
Canada,1998,Industrial Sources,Pulp and Paper Industry,all subsectors,55693,37961,28415,73682,49246,25497,146179,3092,1485.7,356.1,126.6,9.85,153.58,122.4
Canada,1998,Industrial Sources,Wood Industry,all subsectors,88612,50733,30419,3281,22391,106217,893734,4265,2859.4,125.5,213.9,1.774,382.27,170.3
Canada,1998,Industrial Sources,Wood Industry,Sawmills,68753,38625,22264,1984,12501,73515,760193,2536,2427.6,86.9,185.1,1.364,364.722,145.2
Canada,1998,Industrial Sources,Wood Industry,Panel Board Mills,14541,9170,6548,919,8858,25648,108490,1525,338.1,21.6,28.8,0.409,11.565,21.4
Canada,1998,Industrial Sources,Wood Industry,Other Wood Products,5318,2937,1607,378,1032,7054,25051,204,93.8,17,,,5.982,3.8
Canada,1998,Industrial Sources,Upstream Petroleum Industry,all subsectors,13980,13080,10461,367247,430040,597886,449579,1273,206.7,36.5,26.8,,1.25,3.3
Canada,1998,Industrial Sources,Upstream Petroleum Industry,Crude Oil and Natural Gas Production and Processing,8961,8960,8960,276404,374655,554694,412713,277,,,,,,
Canada,1998,Industrial Sources,Upstream Petroleum Industry,Petroleum Liquids Storage,,,,,204,,,,,,,,,
Canada,1998,Industrial Sources,Upstream Petroleum Industry,Oil Sands In-Situ Extraction and Processing ,591,528,535,3252,11197,7628,5705,981,,7.7,4,,,
Canada,1998,Industrial Sources,Upstream Petroleum Industry,Oil Sands Mining Extraction and Processing ,18,19,18,,1587,1394,210,,13.1,16.2,,,1.25,0.4
Canada,1998,Industrial Sources,Upstream Petroleum Industry,Bitumen and Heavy Oil Upgrading ,4411,3573,947,87591,42398,34171,30952,14,193.6,12.6,22.8,,,2.9
Canada,1998,Industrial Sources,Downstream Petroleum Industry,all subsectors,10195,7626,4962,145857,25557,79594,23238,270,202.3,143.8,50.6,,,174.2
Canada,1998,Industrial Sources,Downstream Petroleum Industry,Petroleum Refining,7845,5731,3637,135699,23469,39516,22781,262,200.6,143.8,47.7,,,173.5
Canada,1998,Industrial Sources,Downstream Petroleum Industry,Refined Petroleum Products Bulk Storage and Distribution,366,258,149,6333,1256,39150,177,,1.7,,2.5,,,0.7
Canada,1998,Industrial Sources,Downstream Petroleum Industry,Other Downstream Petroleum Industry,1984,1637,1176,3824,832,928,281,8,,,0.4,,,
Canada,1998,Industrial Sources,Other Industries,all subsectors,30579,21253,15050,45452,52549,100018,74229,1190,7155.8,371.8,571.7,5.464,579.46,0.9
Canada,1998,Industrial Sources,Other Industries,Metal Fabrication,2287,1642,1184,2579,6997,13831,11287,172,6285.1,315.6,17.1,5.105,568.638,0.9
Canada,1998,Industrial Sources,Other Industries,Glass Manufacture,1401,1375,1244,3042,8963,2295,518,101,4.9,0.9,27,,,
Canada,1998,Industrial Sources,Other Industries,Vehicle Manufacture ( Engines; Parts; Assembly; Painting) ,3387,2411,1469,1203,2934,22008,2110,141,207.2,0.5,,0.359,10.822,
Canada,1998,Industrial Sources,Other Industries,Electronics,263,179,138,3080,192,528,37,60,450.8,,378,,,
Canada,1998,Industrial Sources,Other Industries,Plastics Manufacture,583,396,219,1079,1059,16386,385,21,17.2,3.5,,,,
Canada,1998,Industrial Sources,Other Industries,Food Preparation,5123,3058,1960,4907,2996,13183,1398,301,,,0.1,,,
Canada,1998,Industrial Sources,Other Industries,Textiles ,38,32,21,398,170,1477,78,27,0.3,,,,,
Canada,1998,Industrial Sources,Other Industries,Abrasives Manufacture,892,329,262,2829,175,1188,443,1,,,,,,
Canada,1998,Industrial Sources,Other Industries,Bakeries,1,1,1,,4,4521,6,,,,,,,
Canada,1998,Industrial Sources,Other Industries,Other (Other Industries),16604,11829,8552,26335,29058,24600,57967,366,190.3,51.3,149.6,,,
Canada,1998,Industrial Sources,Petroleum Product Transportation and Distribution,all subsectors,563,731,566,2217,39338,2877,14008,3,,,,,,
Canada,1998,Industrial Sources,Petroleum Product Transportation and Distribution,Natural Gas Transmission,519,691,511,1394,37493,2555,13511,3,,,,,,
Canada,1998,Industrial Sources,Petroleum Product Transportation and Distribution,Natural Gas Distribution,41,35,51,822,1537,322,496,,,,,,,
Canada,1998,Industrial Sources,Petroleum Product Transportation and Distribution,Petroleum Product Pipelines,4,5,5,,307,,,,,,,,,
Canada,1998,Industrial Sources,Biofuel Production,all subsectors,,,,,,,,,,,,,,
Canada,1998,Non-Industrial Sources,Commercial Fuel Combustion,all subsectors,3026,2551,2168,16524,25145,1144,16006,287,251.2,425,51.4,0.304,,2.6
Canada,1998,Non-Industrial Sources,Electric Power Generation (Utilities),all subsectors,96446,43599,19573,603569,301631,3823,34084,1155,13658.5,129.1,2374.4,5,10832.74,365.2
Canada,1998,Non-Industrial Sources,Electric Power Generation (Utilities),Coal,91840,40742,17172,518462,236220,1534,16120,81,10010.8,86.7,2294.8,3.844,10206.893,243.2
Canada,1998,Non-Industrial Sources,Electric Power Generation (Utilities),Natural Gas,1810,1182,924,18870,28126,1078,7248,285,518.8,28.7,10.3,0.771,625.847,2.4
Canada,1998,Non-Industrial Sources,Electric Power Generation (Utilities),Other (EPG),2796,1675,1478,66237,37285,1212,10716,789,3128.9,13.6,69.3,0.385,,119.6
Canada,1998,Non-Industrial Sources,Residential Fuel Combustion,all subsectors,2697,2322,2204,11262,31551,1501,11772,513,361.5,462.8,64.4,0.513,,4.1
Canada,1998,Non-Industrial Sources,Residential Fuel Wood Combustion,all subsectors,261419,247248,246974,3505,24534,341971,1596983,2208,3408.5,192.8,51.9,8.762,,132871.9
Canada,1998,Mobile Sources,Air Transportation,all subsectors,901,901,800,6246,63672,5583,47074,34,55449.6,,,,,12.1
Canada,1998,Mobile Sources,Heavy-duty diesel vehicles,all subsectors,19762,19762,19170,10585,343289,20272,79852,376,,,,3.852,,547.4
Canada,1998,Mobile Sources,Heavy-duty gasoline trucks,all subsectors,1383,1383,1272,1268,44117,40072,506733,543,,,,0.032,,646.1
Canada,1998,Mobile Sources,Light-duty diesel trucks,all subsectors,530,530,515,169,3855,707,2537,15,,,,0.631,,55.9
Canada,1998,Mobile Sources,Light-duty diesel vehicles,all subsectors,349,349,339,104,804,252,747,5,,,,0.211,,20.4
Canada,1998,Mobile Sources,Light-duty gasoline trucks,all subsectors,4107,4107,3779,7370,186976,129313,1545430,3470,,,,0.105,,450.6
Canada,1998,Mobile Sources,Light-duty gasoline vehicles,all subsectors,6804,6804,6259,10698,256638,215487,2249468,6874,,,,0.203,,428.6
Canada,1998,Mobile Sources,Marine Transportation,all subsectors,14202,13634,12543,104228,176107,12564,15761,207,708.5,258.6,5.8,23.624,,141.8
Canada,1998,Mobile Sources,Motorcycles,all subsectors,16,16,15,28,389,1741,11313,7,,,,0.002,,4.3
Canada,1998,Mobile Sources,Off-road use of diesel,all subsectors,49501,49501,48511,18386,405330,61227,273358,230,,,,,,0.1
Canada,1998,Mobile Sources,Off-road use of gasoline/LPG/CNG,all subsectors,21058,20258,19036,3203,45465,1067425,3428328,241,,,,,,2.3
Canada,1998,Mobile Sources,Rail Transportation,all subsectors,3192,3192,3096,4935,142669,5808,14098,44,268.1,89.4,89.4,1.08,,54.3
Canada,1998,Mobile Sources,Tire wear & Brake Lining,all subsectors,5381,5381,1316,,,,,,,,,,,
Canada,1998,Incineration Sources,Crematorium,all subsectors,6,5,5,6,10,1,9,,2.6,0.4,129.5,1.475,13.015,
Canada,1998,Incineration Sources,Industrial & Commercial Incineration,all subsectors,35,29,19,36,56,4,10,,,40.8,115.8,7.5,82.52,
Canada,1998,Incineration Sources,Municipal Incineration,all subsectors,1929,1762,1733,803,1027,3962,8521,66,38.9,174.8,447.6,90,12499.9,
Canada,1998,Incineration Sources,Other Incineration & Utilities,all subsectors,73,7,2,1029,246,90,1207,29,132.1,1344.6,186.3,30.7,,1.8
Canada,1998,Miscellaneous Sources,Cigarette Smoking,all subsectors,771,771,771,,,13,3649,115,2.2,5.7,0.2,0.018,,1
Canada,1998,Miscellaneous Sources,Dry Cleaning,all subsectors,1,1,,,1,745,1,,,,,,,
Canada,1998,Miscellaneous Sources,General Solvent Use,all subsectors,,,,,,235526,,,,,,,,
Canada,1998,Miscellaneous Sources,Marine Cargo Handling Industry,all subsectors,968,502,149,,,1,,,1948,,,,,
Canada,1998,Miscellaneous Sources,Meat Cooking,all subsectors,7942,7942,7939,,,,,,,,,,,2.7
Canada,1998,Miscellaneous Sources,Refined Petroleum Products Retail,all subsectors,,,,,,31557,,,,,,,,
Canada,1998,Miscellaneous Sources,Printing,all subsectors,18,9,8,2,116,44771,59,14,5.9,1,,,,
Canada,1998,Miscellaneous Sources,Structural Fires,all subsectors,322,322,298,,42,328,1787,19,,,,,,
Canada,1998,Miscellaneous Sources,Surface Coatings,all subsectors,3,3,,,,96468,,,,,,,,
Canada,1998,Miscellaneous Sources,Human,all subsectors,,,,,,,,507,,,19.9,,,
Canada,1998,Miscellaneous Sources,Other Miscellaneous Sources,all subsectors,,,,,,,,20,,,497.8,2,,
Canada,1998,Open Sources,Agriculture,all subsectors,5643036,2065317,560950,1368,2211,260676,672,425055,33.4,53.5,2.8,0.066,,0.4
Canada,1998,Open Sources,Agriculture,Animals Production,33127,9771,2041,,,260593,,323136,,,,,,
Canada,1998,Open Sources,Agriculture,Crop Production,5597800,2049561,557113,,,,,,,,,,,
Canada,1998,Open Sources,Agriculture,Fertilizer Application,11913,5837,1668,,,,,101869,,,,,,
Canada,1998,Open Sources,Agriculture,Agriculture - Fuel Combustion,197,148,128,1368,2211,84,672,50,33.4,53.5,2.8,0.066,,0.4
Canada,1998,Open Sources,Construction Operation,all subsectors,2464481,739426,147969,565,2265,41,396,41,5.2,6.7,1.6,0.035,,0.2
Canada,1998,Open Sources,Dust from Paved Roads,all subsectors,2726361,522553,125020,,,,,,,,,,,
Canada,1998,Open Sources,Dust from Unpaved Roads,all subsectors,6696619,2122802,316342,,,,,,,,,,,
Canada,1998,Open Sources,Dust from Coal Transportation,all subsectors,1190,595,129,,,,,,,,,,,
Canada,1998,Open Sources,Waste,all subsectors,6409,3277,2831,1186,7191,17620,20562,5725,,,1014.3,18.336,4340.681,639.6
Canada,1998,Open Sources,Waste,Landfills,3940,978,564,133,820,12582,7805,10,,,412.6,,,
Canada,1998,Open Sources,Waste,Water and Sewage Treatment,369,216,199,761,4771,1058,1376,5568,,,289,0.014,0.051,
Canada,1998,Open Sources,Waste,Energy from Waste,54,48,38,154,752,16,370,64,,,69,0.002,1.3,
Canada,1998,Open Sources,Waste,Open Burning,2021,2021,2021,126,758,3790,10613,81,,,232.4,18.32,4339.33,639.6
Canada,1998,Open Sources,Waste,Waste Treatment and Disposal,23,14,8,12,90,175,398,2,,,11.3,,,
Canada,1998,Open Sources,Mine Tailings,all subsectors,60521,4842,1210,,,,,,,,,,,
Canada,1998,Open Sources,Prescribed Burning,all subsectors,16627,12974,11589,61,2449,14184,138129,380,,,,2.467,,3182
Canada,1999,Industrial Sources,Aluminum Industry,all subsectors,12472,7872,4706,48843,1435,1169,239011,32,84.2,0.9,29.8,3.345,,84882.5
Canada,1999,Industrial Sources,Aluminum Industry,Alumina (Bauxite Refining),638,414,245,2289,702,18,299,24,,,9.6,,,
Canada,1999,Industrial Sources,Aluminum Industry,Primary Aluminum Smelting & Refining,11831,7455,4458,46544,713,1150,238708,6,84.2,0.9,20.2,,,84882.5
Canada,1999,Industrial Sources,Aluminum Industry,Secondary Aluminum (Includes Recycling),3,3,3,9,19,,4,2,,,,3.345,,
Canada,1999,Industrial Sources,Asphalt Paving Industry,all subsectors,48311,9724,2058,831,1382,7329,4951,1,1379.3,27.3,25.4,0.02,,16.2
Canada,1999,Industrial Sources,Cement and Concrete Industry,all subsectors,55049,20433,9696,38949,45072,908,21164,620,604.4,46.2,467.6,3,1968.13,14.8
Canada,1999,Industrial Sources,Cement and Concrete Industry,Cement Manufacture,16174,8175,3530,35929,41413,806,15150,567,503.8,41.6,336.7,3,1968.13,14.8
Canada,1999,Industrial Sources,Cement and Concrete Industry,Lime Manufacture,1598,782,527,2791,3159,20,5427,53,6.5,3.7,130.9,,,
Canada,1999,Industrial Sources,Cement and Concrete Industry,Concrete Batching & Products,37276,11476,5639,229,501,82,587,1,94.1,0.9,,,,
Canada,1999,Industrial Sources,Chemicals Industry,all subsectors,15580,7922,4436,31866,44259,36563,29695,12684,228.2,157.1,89.2,0.055,695.21,14.7
Canada,1999,Industrial Sources,Chemicals Industry,Chemical Manufacture,4800,2411,1426,23770,15801,5454,18983,2091,35.2,50.9,87.2,0.055,687.072,14.7
Canada,1999,Industrial Sources,Chemicals Industry,Paint & Varnish Manufacturing,111,98,61,,46,6938,12,3,190.6,,,,,
Canada,1999,Industrial Sources,Chemicals Industry,Petrochemical Industry,1010,885,632,597,13181,16872,3634,77,2.3,104.5,0.7,,,
Canada,1999,Industrial Sources,Chemicals Industry,Plastics & Synthetic Resins Fabrication,89,73,46,2563,1032,5661,1002,100,0.1,1.7,1.4,,8.138,
Canada,1999,Industrial Sources,Chemicals Industry,Fertilizer Production,4802,3401,1894,2534,12726,765,4074,10401,,,,,,
Canada,1999,Industrial Sources,Chemicals Industry,Other (Chemical Industries),4769,1054,376,2402,1473,873,1989,13,,,,,,
Canada,1999,Industrial Sources,Mineral Products Industry,all subsectors,2950,1690,1143,1526,794,386,3445,106,,,,1.088,,
Canada,1999,Industrial Sources,Mineral Products Industry,Clay Products,672,397,314,343,95,6,229,41,,,,,,
Canada,1999,Industrial Sources,Mineral Products Industry,Brick Products,40,34,3,102,4,,,,,,,,,
Canada,1999,Industrial Sources,Mineral Products Industry,Other Mineral Products,2237,1259,826,1080,695,381,3215,65,,,,1.088,,
Canada,1999,Industrial Sources,Foundries,all subsectors,5681,4137,3719,1076,764,1142,32473,13,2814.2,1.3,132.4,,,
Canada,1999,Industrial Sources,Foundries,Ferrous Foundries,4502,4069,3667,969,656,912,32331,12,,,132.4,,,
Canada,1999,Industrial Sources,Foundries,Non-ferrous Foundries,74,49,36,107,80,166,63,1,2814.2,1.3,,,,
Canada,1999,Industrial Sources,Foundries,Die Casting,1104,19,16,,29,65,78,,,,,,,
Canada,1999,Industrial Sources,Grain Industries,all subsectors,71877,13911,2449,214,1347,2551,2027,6,,,,,,
Canada,1999,Industrial Sources,Iron and Steel Industries,all subsectors,18678,11552,9049,33280,17738,4599,47672,231,7621,150.4,972.1,18.6,1186.06,29612.9
Canada,1999,Industrial Sources,Iron and Steel Industries,Primary (Blast furnace and DRI),13243,8682,6808,31428,14024,3214,36744,130,4581.5,118.6,164.6,10.069,136.053,29612.9
Canada,1999,Industrial Sources,Iron and Steel Industries,Secondary (Electric Arc Furnaces),5408,2859,2234,1850,3696,1287,10759,101,3039.5,31.8,775,8.531,1050.007,
Canada,1999,Industrial Sources,Iron and Steel Industries,Steel Recycling,28,11,7,1,18,98,169,,,,32.6,,,
Canada,1999,Industrial Sources,Iron and Steel Industries,Other (Iron and Steel Industries),,,,,,,,,,,,,,
Canada,1999,Industrial Sources,Iron Ore Mining Industry,all subsectors,13640,8977,4372,17573,9959,2622,9025,157,,,60.1,,,
Canada,1999,Industrial Sources,Iron Ore Mining Industry,Iron Ore Mining Industry,3167,1558,629,1466,4966,30,489,6,,,0.1,,,
Canada,1999,Industrial Sources,Iron Ore Mining Industry,Pelletizing,10474,7419,3743,16107,4993,2591,8536,150,,,60,,,
Canada,1999,Industrial Sources,Mining and Rock Quarrying,all subsectors,200709,34490,12245,13326,21534,2919,13812,510,27857.8,325.5,12,,13,0.3
Canada,1999,Industrial Sources,Mining and Rock Quarrying,Rock; Sand and Gravel,82110,11673,2411,29,316,14,163,23,,,,,,
Canada,1999,Industrial Sources,Mining and Rock Quarrying,Metal Mining ,74718,6553,1440,7590,10865,367,9228,168,27383,325.5,12,,5.007,
Canada,1999,Industrial Sources,Mining and Rock Quarrying,Coal Mining Industry,12863,6824,3100,4111,2733,1522,157,13,,,,,,0.3
Canada,1999,Industrial Sources,Mining and Rock Quarrying,Potash,4140,1998,1711,106,1513,636,1844,2,,,,,,
Canada,1999,Industrial Sources,Mining and Rock Quarrying,Silica Production,1391,136,40,,,,,,,,,,,
Canada,1999,Industrial Sources,Mining and Rock Quarrying,Other Minerals,25488,7307,3542,1491,6107,379,2420,304,474.7,,,,7.993,
Canada,1999,Industrial Sources,Non-Ferrous Smelting and Refining Industry,all subsectors,15537,12172,6358,770080,4009,38,362,230,464743.3,36639,2276.2,3.38,2645.64,2.6
Canada,1999,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Primary Ni; Cu; Zn; Pb,14880,11543,5896,769919,3786,29,263,219,463697,36639,2204.4,3.33,2645.64,
Canada,1999,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Secondary Pb; Cu,16,16,13,159,6,2,6,,1046.3,,,0.05,,2.6
Canada,1999,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Other metals,641,613,450,2,216,7,92,11,,,71.9,,,
Canada,1999,Industrial Sources,Pulp and Paper Industry,all subsectors,53782,38158,28224,78689,52578,26359,161150,3187,1389.3,359.1,146.9,8.6,151.14,124.3
Canada,1999,Industrial Sources,Wood Industry,all subsectors,84483,50887,29937,3347,23373,105831,839369,4502,2679.1,126,202,1.789,378.16,160.2
