Region-EN,Year-Année,Source-EN,Sector-EN,Sub-sector-EN,TPM-MPT,PM10-PM10,PM2.5-PM2.5,SOX-SOX,NOX-NOX,VOC-COV,CO-CO,NH3-NH3,Pb-Pb,Cd-Cd,Hg-Hg,D/F-D/F,HCB-HCB,PAH-HAP
Quebec,1991,Industrial Sources,Foundries,Ferrous Foundries,1501,1387,1316,583,209,291,8321,6,,,68.9,,,
Quebec,1991,Industrial Sources,Foundries,Non-ferrous Foundries,3,,,29,19,,4,,,,,,,
Quebec,1991,Industrial Sources,Foundries,Die Casting,,,,,,,,,,,,,,
Quebec,1991,Industrial Sources,Grain Industries,all subsectors,6047,1547,324,,,,,,,,,,,
Quebec,1991,Industrial Sources,Iron and Steel Industries,all subsectors,3095,1792,1352,7568,1724,436,13891,23,,,51.8,,,
Quebec,1991,Industrial Sources,Iron and Steel Industries,Primary (Blast furnace and DRI),2463,1381,891,7314,1317,232,12654,10,,,16.4,,,
Quebec,1991,Industrial Sources,Iron and Steel Industries,Secondary (Electric Arc Furnaces),633,411,461,254,407,203,1237,12,,,30.7,,,
Quebec,1991,Industrial Sources,Iron and Steel Industries,Steel Recycling,,,,,,,,,,,4.7,,,
Quebec,1991,Industrial Sources,Iron and Steel Industries,Other (Iron and Steel Industries),,,,,,,,,,,,,,
Quebec,1991,Industrial Sources,Iron Ore Mining Industry,all subsectors,8896,982,410,8100,2427,12,700,136,,,10.1,,,
Quebec,1991,Industrial Sources,Iron Ore Mining Industry,Iron Ore Mining Industry,1828,787,290,1082,272,1,25,3,,,0.1,,,
Quebec,1991,Industrial Sources,Iron Ore Mining Industry,Pelletizing,7068,196,120,7019,2154,11,675,133,,,10,,,
Quebec,1991,Industrial Sources,Mining and Rock Quarrying,all subsectors,29913,3284,991,146,2018,1,448,,,,,,,
Quebec,1991,Industrial Sources,Mining and Rock Quarrying,Rock; Sand and Gravel,20732,2419,454,,,,,,,,,,,
Quebec,1991,Industrial Sources,Mining and Rock Quarrying,Metal Mining ,1627,187,171,130,1973,,425,,,,,,,
Quebec,1991,Industrial Sources,Mining and Rock Quarrying,Coal Mining Industry,110,55,22,,,,,,,,,,,
Quebec,1991,Industrial Sources,Mining and Rock Quarrying,Potash,,,,,,,,,,,,,,
Quebec,1991,Industrial Sources,Mining and Rock Quarrying,Silica Production,448,44,13,,,,,,,,,,,
Quebec,1991,Industrial Sources,Mining and Rock Quarrying,Other Minerals,6996,579,331,16,45,1,24,,,,,,,
Quebec,1991,Industrial Sources,Non-Ferrous Smelting and Refining Industry,all subsectors,2322,2012,1482,57701,1517,10,157,30,,,1338.3,,,
Quebec,1991,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Primary Ni; Cu; Zn; Pb,2232,1980,1453,57697,1432,8,136,29,,,1338.3,,,
Quebec,1991,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Secondary Pb; Cu,,,,,,,,,,,,,,
Quebec,1991,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Other metals,90,32,29,3,84,2,21,1,,,,,,
Quebec,1991,Industrial Sources,Pulp and Paper Industry,all subsectors,17608,10261,8363,30165,17865,3175,15502,1253,,,23.7,,,
Quebec,1991,Industrial Sources,Wood Industry,all subsectors,15430,8827,4266,673,2421,8681,74403,1141,69.5,9.1,7.2,0.154,,4.7
Quebec,1991,Industrial Sources,Wood Industry,Sawmills,13218,7224,3096,288,1429,4713,55963,505,9.5,6.3,2.4,0.101,,1
Quebec,1991,Industrial Sources,Wood Industry,Panel Board Mills,1916,1379,1062,90,866,3385,18243,589,60,2.8,4.8,0.053,,3.7
Quebec,1991,Industrial Sources,Wood Industry,Other Wood Products,296,224,108,295,126,584,198,47,,,,,,
Quebec,1991,Industrial Sources,Upstream Petroleum Industry,all subsectors,,,,,,,,,,,,,,
Quebec,1991,Industrial Sources,Upstream Petroleum Industry,Crude Oil and Natural Gas Production and Processing,,,,,,,,,,,,,,
Quebec,1991,Industrial Sources,Upstream Petroleum Industry,Petroleum Liquids Storage,,,,,,,,,,,,,,
Quebec,1991,Industrial Sources,Upstream Petroleum Industry,Oil Sands In-Situ Extraction and Processing ,,,,,,,,,,,,,,
Quebec,1991,Industrial Sources,Upstream Petroleum Industry,Oil Sands Mining Extraction and Processing ,,,,,,,,,,,,,,
Quebec,1991,Industrial Sources,Upstream Petroleum Industry,Bitumen and Heavy Oil Upgrading ,,,,,,,,,,,,,,
Quebec,1991,Industrial Sources,Downstream Petroleum Industry,all subsectors,565,668,425,8283,3532,21124,675,4,,,23.4,,,
Quebec,1991,Industrial Sources,Downstream Petroleum Industry,Petroleum Refining,561,664,422,8208,3506,15576,673,4,,,23.4,,,
Quebec,1991,Industrial Sources,Downstream Petroleum Industry,Refined Petroleum Products Bulk Storage and Distribution,4,4,2,75,27,5548,2,,,,,,,
Quebec,1991,Industrial Sources,Downstream Petroleum Industry,Other Downstream Petroleum Industry,,,,,,,,,,,,,,
Quebec,1991,Industrial Sources,Other Industries,all subsectors,4000,2116,1543,11390,4619,10649,4140,187,,,357,,,
Quebec,1991,Industrial Sources,Other Industries,Metal Fabrication,1102,532,409,2038,339,2694,2906,30,,,6,,,
Quebec,1991,Industrial Sources,Other Industries,Glass Manufacture,332,233,214,720,900,89,40,8,,,3.7,,,
Quebec,1991,Industrial Sources,Other Industries,Vehicle Manufacture ( Engines; Parts; Assembly; Painting) ,9,7,6,36,45,367,14,1,,,,,,
Quebec,1991,Industrial Sources,Other Industries,Electronics,20,17,17,1584,38,126,9,22,,,320.2,,,
Quebec,1991,Industrial Sources,Other Industries,Plastics Manufacture,38,26,21,151,103,3828,59,2,,,,,,
Quebec,1991,Industrial Sources,Other Industries,Food Preparation,268,207,177,106,168,959,78,12,,,,,,
Quebec,1991,Industrial Sources,Other Industries,Textiles ,6,5,4,110,42,7,25,2,,,,,,
Quebec,1991,Industrial Sources,Other Industries,Abrasives Manufacture,868,461,305,2767,167,942,393,,,,,,,
Quebec,1991,Industrial Sources,Other Industries,Bakeries,1,,,,,872,,,,,,,,
Quebec,1991,Industrial Sources,Other Industries,Other (Other Industries),1358,629,389,3878,2817,764,616,110,,,27.1,,,
Quebec,1991,Industrial Sources,Petroleum Product Transportation and Distribution,all subsectors,1,1,1,,51,2,19,,,,,,,
Quebec,1991,Industrial Sources,Petroleum Product Transportation and Distribution,Natural Gas Transmission,1,1,1,,45,2,15,,,,,,,
Quebec,1991,Industrial Sources,Petroleum Product Transportation and Distribution,Natural Gas Distribution,,,,,5,,4,,,,,,,
Quebec,1991,Industrial Sources,Petroleum Product Transportation and Distribution,Petroleum Product Pipelines,,,,,,,,,,,,,,
Quebec,1991,Industrial Sources,Biofuel Production,all subsectors,,,,,,,,,,,,,,
Quebec,1991,Non-Industrial Sources,Commercial Fuel Combustion,all subsectors,327,282,269,3676,3894,156,2168,69,55.4,59.1,6.9,0.079,,0.5
Quebec,1991,Non-Industrial Sources,Electric Power Generation (Utilities),all subsectors,549,340,293,4043,2764,185,2962,294,,,1.8,,,
Quebec,1991,Non-Industrial Sources,Electric Power Generation (Utilities),Coal,,1,1,,,,,,,,,,,
Quebec,1991,Non-Industrial Sources,Electric Power Generation (Utilities),Natural Gas,5,5,5,,175,3,52,2,,,,,,
Quebec,1991,Non-Industrial Sources,Electric Power Generation (Utilities),Other (EPG),544,335,287,4043,2589,181,2910,292,,,1.8,,,
Quebec,1991,Non-Industrial Sources,Residential Fuel Combustion,all subsectors,440,275,230,5918,4853,125,1325,184,117.4,89.9,3.2,0.235,,1.2
Quebec,1991,Non-Industrial Sources,Residential Fuel Wood Combustion,all subsectors,111849,105796,105674,1496,10474,147097,686026,943,1447.9,82.3,22.1,3.741,,56792.1
Quebec,1991,Mobile Sources,Air Transportation,all subsectors,113,113,101,879,8423,732,7917,4,7593.6,,,,,1.7
Quebec,1991,Mobile Sources,Heavy-duty diesel vehicles,all subsectors,4934,4934,4786,6883,44294,5143,16616,39,,,,0.398,,145.5
Quebec,1991,Mobile Sources,Heavy-duty gasoline trucks,all subsectors,256,256,235,259,7192,14483,202422,69,,,,0.004,,199.6
Quebec,1991,Mobile Sources,Light-duty diesel trucks,all subsectors,149,149,144,128,675,125,484,2,,,,0.082,,15
Quebec,1991,Mobile Sources,Light-duty diesel vehicles,all subsectors,186,186,180,173,218,71,220,1,,,,0.058,,9.8
Quebec,1991,Mobile Sources,Light-duty gasoline trucks,all subsectors,686,686,631,1210,37412,22502,240543,327,,,,0.014,,69.6
Quebec,1991,Mobile Sources,Light-duty gasoline vehicles,all subsectors,2387,2387,2196,4320,121680,93869,981372,1388,,,,0.063,,141
