Region-EN,Year-Année,Source-EN,Sector-EN,Sub-sector-EN,TPM-MPT,PM10-PM10,PM2.5-PM2.5,SOX-SOX,NOX-NOX,VOC-COV,CO-CO,NH3-NH3,Pb-Pb,Cd-Cd,Hg-Hg,D/F-D/F,HCB-HCB,PAH-HAP
Alberta,1991,Industrial Sources,Downstream Petroleum Industry,Refined Petroleum Products Bulk Storage and Distribution,,,,8,,5767,,,,,,,,
Alberta,1991,Industrial Sources,Downstream Petroleum Industry,Other Downstream Petroleum Industry,,,,,,,,,,,,,,
Alberta,1991,Industrial Sources,Other Industries,all subsectors,959,840,608,70,6763,4934,4135,236,,,33.2,,,
Alberta,1991,Industrial Sources,Other Industries,Metal Fabrication,67,65,61,18,19,1140,2541,,,,,,,
Alberta,1991,Industrial Sources,Other Industries,Glass Manufacture,75,38,11,1,37,52,306,66,,,0.2,,,
Alberta,1991,Industrial Sources,Other Industries,Vehicle Manufacture ( Engines; Parts; Assembly; Painting) ,1,1,1,,,,,,,,,,,
Alberta,1991,Industrial Sources,Other Industries,Electronics,,,,,,,,,,,0.2,,,
Alberta,1991,Industrial Sources,Other Industries,Plastics Manufacture,1,,,,2,486,2,,,,,,,
Alberta,1991,Industrial Sources,Other Industries,Food Preparation,585,499,253,51,229,2348,147,57,,,,,,
Alberta,1991,Industrial Sources,Other Industries,Textiles ,,,,,,,,,,,,,,
Alberta,1991,Industrial Sources,Other Industries,Abrasives Manufacture,,,,,,,,,,,,,,
Alberta,1991,Industrial Sources,Other Industries,Bakeries,,,,,,726,,,,,,,,
Alberta,1991,Industrial Sources,Other Industries,Other (Other Industries),231,237,281,,6475,183,1140,113,,,32.9,,,
Alberta,1991,Industrial Sources,Petroleum Product Transportation and Distribution,all subsectors,43,43,43,383,5675,157,2383,1,,,,,,
Alberta,1991,Industrial Sources,Petroleum Product Transportation and Distribution,Natural Gas Transmission,43,43,43,1,5599,150,2281,1,,,,,,
Alberta,1991,Industrial Sources,Petroleum Product Transportation and Distribution,Natural Gas Distribution,,,,381,76,7,102,,,,,,,
Alberta,1991,Industrial Sources,Petroleum Product Transportation and Distribution,Petroleum Product Pipelines,,,,,,,,,,,,,,
Alberta,1991,Industrial Sources,Biofuel Production,all subsectors,,,,,,,,,,,,,,
Alberta,1991,Non-Industrial Sources,Commercial Fuel Combustion,all subsectors,394,393,392,181,4082,218,3226,22,20.7,61.7,9.9,0.01,0.002,0.3
Alberta,1991,Non-Industrial Sources,Electric Power Generation (Utilities),all subsectors,18405,28416,27919,114626,68717,808,25891,46,,,695.9,,,
Alberta,1991,Non-Industrial Sources,Electric Power Generation (Utilities),Coal,18228,28303,27817,114571,63526,679,24399,30,,,692.6,,,
